id	name	test1	test2	test3
7113	消灭4799781个敌人	1,4799781	1,2,3,4450	1,1;2,2;3,4449
7114	消灭4799782个敌人	1,4799782	1,2,3,4451	1,1;2,2;3,4450
7115	消灭4799783个敌人	1,4799783	1,2,3,4452	1,1;2,2;3,4451
7116	消灭4799784个敌人	1,4799784	1,2,3,4453	1,1;2,2;3,4452
7117	消灭4799785个敌人	1,4799785	1,2,3,4454	1,1;2,2;3,4453
7118	消灭4799786个敌人	1,4799786	1,2,3,4455	1,1;2,2;3,4454
7119	消灭4799787个敌人	1,4799787	1,2,3,4456	1,1;2,2;3,4455
7120	消灭4799788个敌人	1,4799788	1,2,3,4457	1,1;2,2;3,4456
7121	消灭4799789个敌人	1,4799789	1,2,3,4458	1,1;2,2;3,4457
7122	消灭4799790个敌人	1,4799790	1,2,3,4459	1,1;2,2;3,4458
7123	消灭4799791个敌人	1,4799791	1,2,3,4460	1,1;2,2;3,4459
7124	消灭4799792个敌人	1,4799792	1,2,3,4461	1,1;2,2;3,4460
7125	消灭4799793个敌人	1,4799793	1,2,3,4462	1,1;2,2;3,4461
7126	消灭4799794个敌人	1,4799794	1,2,3,4463	1,1;2,2;3,4462
7127	消灭4799795个敌人	1,4799795	1,2,3,4464	1,1;2,2;3,4463
7128	消灭4799796个敌人	1,4799796	1,2,3,4465	1,1;2,2;3,4464
7129	消灭4799797个敌人	1,4799797	1,2,3,4466	1,1;2,2;3,4465
7130	消灭4799798个敌人	1,4799798	1,2,3,4467	1,1;2,2;3,4466
7131	消灭4799799个敌人	1,4799799	1,2,3,4468	1,1;2,2;3,4467
7132	消灭4799800个敌人	1,4799800	1,2,3,4469	1,1;2,2;3,4468
7133	消灭4799801个敌人	1,4799801	1,2,3,4470	1,1;2,2;3,4469
7134	消灭4799802个敌人	1,4799802	1,2,3,4471	1,1;2,2;3,4470
7135	消灭4799803个敌人	1,4799803	1,2,3,4472	1,1;2,2;3,4471
7136	消灭4799804个敌人	1,4799804	1,2,3,4473	1,1;2,2;3,4472
7137	消灭4799805个敌人	1,4799805	1,2,3,4474	1,1;2,2;3,4473
7138	消灭4799806个敌人	1,4799806	1,2,3,4475	1,1;2,2;3,4474
7139	消灭4799807个敌人	1,4799807	1,2,3,4476	1,1;2,2;3,4475
7140	消灭4799808个敌人	1,4799808	1,2,3,4477	1,1;2,2;3,4476
7141	消灭4799809个敌人	1,4799809	1,2,3,4478	1,1;2,2;3,4477
7142	消灭4799810个敌人	1,4799810	1,2,3,4479	1,1;2,2;3,4478
7143	消灭4799811个敌人	1,4799811	1,2,3,4480	1,1;2,2;3,4479
7144	消灭4799812个敌人	1,4799812	1,2,3,4481	1,1;2,2;3,4480
7145	消灭4799813个敌人	1,4799813	1,2,3,4482	1,1;2,2;3,4481
7146	消灭4799814个敌人	1,4799814	1,2,3,4483	1,1;2,2;3,4482
7147	消灭4799815个敌人	1,4799815	1,2,3,4484	1,1;2,2;3,4483
7148	消灭4799816个敌人	1,4799816	1,2,3,4485	1,1;2,2;3,4484
7149	消灭4799817个敌人	1,4799817	1,2,3,4486	1,1;2,2;3,4485
7150	消灭4799818个敌人	1,4799818	1,2,3,4487	1,1;2,2;3,4486
7151	消灭4799819个敌人	1,4799819	1,2,3,4488	1,1;2,2;3,4487
7152	消灭4799820个敌人	1,4799820	1,2,3,4489	1,1;2,2;3,4488
7153	消灭4799821个敌人	1,4799821	1,2,3,4490	1,1;2,2;3,4489
7154	消灭4799822个敌人	1,4799822	1,2,3,4491	1,1;2,2;3,4490
7155	消灭4799823个敌人	1,4799823	1,2,3,4492	1,1;2,2;3,4491
7156	消灭4799824个敌人	1,4799824	1,2,3,4493	1,1;2,2;3,4492
7157	消灭4799825个敌人	1,4799825	1,2,3,4494	1,1;2,2;3,4493
7158	消灭4799826个敌人	1,4799826	1,2,3,4495	1,1;2,2;3,4494
7159	消灭4799827个敌人	1,4799827	1,2,3,4496	1,1;2,2;3,4495
7160	消灭4799828个敌人	1,4799828	1,2,3,4497	1,1;2,2;3,4496
7161	消灭4799829个敌人	1,4799829	1,2,3,4498	1,1;2,2;3,4497
7162	消灭4799830个敌人	1,4799830	1,2,3,4499	1,1;2,2;3,4498
7163	消灭4799831个敌人	1,4799831	1,2,3,4500	1,1;2,2;3,4499
7164	消灭4799832个敌人	1,4799832	1,2,3,4501	1,1;2,2;3,4500
7165	消灭4799833个敌人	1,4799833	1,2,3,4502	1,1;2,2;3,4501
7166	消灭4799834个敌人	1,4799834	1,2,3,4503	1,1;2,2;3,4502
7167	消灭4799835个敌人	1,4799835	1,2,3,4504	1,1;2,2;3,4503
7168	消灭4799836个敌人	1,4799836	1,2,3,4505	1,1;2,2;3,4504
7169	消灭4799837个敌人	1,4799837	1,2,3,4506	1,1;2,2;3,4505
7170	消灭4799838个敌人	1,4799838	1,2,3,4507	1,1;2,2;3,4506
7171	消灭4799839个敌人	1,4799839	1,2,3,4508	1,1;2,2;3,4507
7172	消灭4799840个敌人	1,4799840	1,2,3,4509	1,1;2,2;3,4508
7173	消灭4799841个敌人	1,4799841	1,2,3,4510	1,1;2,2;3,4509
7174	消灭4799842个敌人	1,4799842	1,2,3,4511	1,1;2,2;3,4510
7175	消灭4799843个敌人	1,4799843	1,2,3,4512	1,1;2,2;3,4511
7176	消灭4799844个敌人	1,4799844	1,2,3,4513	1,1;2,2;3,4512
7177	消灭4799845个敌人	1,4799845	1,2,3,4514	1,1;2,2;3,4513
7178	消灭4799846个敌人	1,4799846	1,2,3,4515	1,1;2,2;3,4514
7179	消灭4799847个敌人	1,4799847	1,2,3,4516	1,1;2,2;3,4515
7180	消灭4799848个敌人	1,4799848	1,2,3,4517	1,1;2,2;3,4516
7181	消灭4799849个敌人	1,4799849	1,2,3,4518	1,1;2,2;3,4517
7182	消灭4799850个敌人	1,4799850	1,2,3,4519	1,1;2,2;3,4518
7183	消灭4799851个敌人	1,4799851	1,2,3,4520	1,1;2,2;3,4519
7184	消灭4799852个敌人	1,4799852	1,2,3,4521	1,1;2,2;3,4520
7185	消灭4799853个敌人	1,4799853	1,2,3,4522	1,1;2,2;3,4521
7186	消灭4799854个敌人	1,4799854	1,2,3,4523	1,1;2,2;3,4522
7187	消灭4799855个敌人	1,4799855	1,2,3,4524	1,1;2,2;3,4523
7188	消灭4799856个敌人	1,4799856	1,2,3,4525	1,1;2,2;3,4524
7189	消灭4799857个敌人	1,4799857	1,2,3,4526	1,1;2,2;3,4525
7190	消灭4799858个敌人	1,4799858	1,2,3,4527	1,1;2,2;3,4526
7191	消灭4799859个敌人	1,4799859	1,2,3,4528	1,1;2,2;3,4527
7192	消灭4799860个敌人	1,4799860	1,2,3,4529	1,1;2,2;3,4528
7193	消灭4799861个敌人	1,4799861	1,2,3,4530	1,1;2,2;3,4529
7194	消灭4799862个敌人	1,4799862	1,2,3,4531	1,1;2,2;3,4530
7195	消灭4799863个敌人	1,4799863	1,2,3,4532	1,1;2,2;3,4531
7196	消灭4799864个敌人	1,4799864	1,2,3,4533	1,1;2,2;3,4532
7197	消灭4799865个敌人	1,4799865	1,2,3,4534	1,1;2,2;3,4533
7198	消灭4799866个敌人	1,4799866	1,2,3,4535	1,1;2,2;3,4534
7199	消灭4799867个敌人	1,4799867	1,2,3,4536	1,1;2,2;3,4535
7200	消灭4799868个敌人	1,4799868	1,2,3,4537	1,1;2,2;3,4536
7201	消灭4799869个敌人	1,4799869	1,2,3,4538	1,1;2,2;3,4537
7202	消灭4799870个敌人	1,4799870	1,2,3,4539	1,1;2,2;3,4538
7203	消灭4799871个敌人	1,4799871	1,2,3,4540	1,1;2,2;3,4539
7204	消灭4799872个敌人	1,4799872	1,2,3,4541	1,1;2,2;3,4540
7205	消灭4799873个敌人	1,4799873	1,2,3,4542	1,1;2,2;3,4541
7206	消灭4799874个敌人	1,4799874	1,2,3,4543	1,1;2,2;3,4542
7207	消灭4799875个敌人	1,4799875	1,2,3,4544	1,1;2,2;3,4543
7208	消灭4799876个敌人	1,4799876	1,2,3,4545	1,1;2,2;3,4544
7209	消灭4799877个敌人	1,4799877	1,2,3,4546	1,1;2,2;3,4545
7210	消灭4799878个敌人	1,4799878	1,2,3,4547	1,1;2,2;3,4546
7211	消灭4799879个敌人	1,4799879	1,2,3,4548	1,1;2,2;3,4547
7212	消灭4799880个敌人	1,4799880	1,2,3,4549	1,1;2,2;3,4548
7213	消灭4799881个敌人	1,4799881	1,2,3,4550	1,1;2,2;3,4549
7214	消灭4799882个敌人	1,4799882	1,2,3,4551	1,1;2,2;3,4550
7215	消灭4799883个敌人	1,4799883	1,2,3,4552	1,1;2,2;3,4551
7216	消灭4799884个敌人	1,4799884	1,2,3,4553	1,1;2,2;3,4552
7217	消灭4799885个敌人	1,4799885	1,2,3,4554	1,1;2,2;3,4553
7218	消灭4799886个敌人	1,4799886	1,2,3,4555	1,1;2,2;3,4554
7219	消灭4799887个敌人	1,4799887	1,2,3,4556	1,1;2,2;3,4555
7220	消灭4799888个敌人	1,4799888	1,2,3,4557	1,1;2,2;3,4556
7221	消灭4799889个敌人	1,4799889	1,2,3,4558	1,1;2,2;3,4557
7222	消灭4799890个敌人	1,4799890	1,2,3,4559	1,1;2,2;3,4558
7223	消灭4799891个敌人	1,4799891	1,2,3,4560	1,1;2,2;3,4559
7224	消灭4799892个敌人	1,4799892	1,2,3,4561	1,1;2,2;3,4560
7225	消灭4799893个敌人	1,4799893	1,2,3,4562	1,1;2,2;3,4561
7226	消灭4799894个敌人	1,4799894	1,2,3,4563	1,1;2,2;3,4562
7227	消灭4799895个敌人	1,4799895	1,2,3,4564	1,1;2,2;3,4563
7228	消灭4799896个敌人	1,4799896	1,2,3,4565	1,1;2,2;3,4564
7229	消灭4799897个敌人	1,4799897	1,2,3,4566	1,1;2,2;3,4565
7230	消灭4799898个敌人	1,4799898	1,2,3,4567	1,1;2,2;3,4566
7231	消灭4799899个敌人	1,4799899	1,2,3,4568	1,1;2,2;3,4567
7232	消灭4799900个敌人	1,4799900	1,2,3,4569	1,1;2,2;3,4568
7233	消灭4799901个敌人	1,4799901	1,2,3,4570	1,1;2,2;3,4569
7234	消灭4799902个敌人	1,4799902	1,2,3,4571	1,1;2,2;3,4570
7235	消灭4799903个敌人	1,4799903	1,2,3,4572	1,1;2,2;3,4571
7236	消灭4799904个敌人	1,4799904	1,2,3,4573	1,1;2,2;3,4572
7237	消灭4799905个敌人	1,4799905	1,2,3,4574	1,1;2,2;3,4573
7238	消灭4799906个敌人	1,4799906	1,2,3,4575	1,1;2,2;3,4574
7239	消灭4799907个敌人	1,4799907	1,2,3,4576	1,1;2,2;3,4575
7240	消灭4799908个敌人	1,4799908	1,2,3,4577	1,1;2,2;3,4576
7241	消灭4799909个敌人	1,4799909	1,2,3,4578	1,1;2,2;3,4577
7242	消灭4799910个敌人	1,4799910	1,2,3,4579	1,1;2,2;3,4578
7243	消灭4799911个敌人	1,4799911	1,2,3,4580	1,1;2,2;3,4579
7244	消灭4799912个敌人	1,4799912	1,2,3,4581	1,1;2,2;3,4580
7245	消灭4799913个敌人	1,4799913	1,2,3,4582	1,1;2,2;3,4581
7246	消灭4799914个敌人	1,4799914	1,2,3,4583	1,1;2,2;3,4582
7247	消灭4799915个敌人	1,4799915	1,2,3,4584	1,1;2,2;3,4583
7248	消灭4799916个敌人	1,4799916	1,2,3,4585	1,1;2,2;3,4584
7249	消灭4799917个敌人	1,4799917	1,2,3,4586	1,1;2,2;3,4585
7250	消灭4799918个敌人	1,4799918	1,2,3,4587	1,1;2,2;3,4586
7251	消灭4799919个敌人	1,4799919	1,2,3,4588	1,1;2,2;3,4587
7252	消灭4799920个敌人	1,4799920	1,2,3,4589	1,1;2,2;3,4588
7253	消灭4799921个敌人	1,4799921	1,2,3,4590	1,1;2,2;3,4589
7254	消灭4799922个敌人	1,4799922	1,2,3,4591	1,1;2,2;3,4590
7255	消灭4799923个敌人	1,4799923	1,2,3,4592	1,1;2,2;3,4591
7256	消灭4799924个敌人	1,4799924	1,2,3,4593	1,1;2,2;3,4592
7257	消灭4799925个敌人	1,4799925	1,2,3,4594	1,1;2,2;3,4593
7258	消灭4799926个敌人	1,4799926	1,2,3,4595	1,1;2,2;3,4594
7259	消灭4799927个敌人	1,4799927	1,2,3,4596	1,1;2,2;3,4595
7260	消灭4799928个敌人	1,4799928	1,2,3,4597	1,1;2,2;3,4596
7261	消灭4799929个敌人	1,4799929	1,2,3,4598	1,1;2,2;3,4597
7262	消灭4799930个敌人	1,4799930	1,2,3,4599	1,1;2,2;3,4598
7263	消灭4799931个敌人	1,4799931	1,2,3,4600	1,1;2,2;3,4599
7264	消灭4799932个敌人	1,4799932	1,2,3,4601	1,1;2,2;3,4600
7265	消灭4799933个敌人	1,4799933	1,2,3,4602	1,1;2,2;3,4601
7266	消灭4799934个敌人	1,4799934	1,2,3,4603	1,1;2,2;3,4602
7267	消灭4799935个敌人	1,4799935	1,2,3,4604	1,1;2,2;3,4603
7268	消灭4799936个敌人	1,4799936	1,2,3,4605	1,1;2,2;3,4604
7269	消灭4799937个敌人	1,4799937	1,2,3,4606	1,1;2,2;3,4605
7270	消灭4799938个敌人	1,4799938	1,2,3,4607	1,1;2,2;3,4606
7271	消灭4799939个敌人	1,4799939	1,2,3,4608	1,1;2,2;3,4607
7272	消灭4799940个敌人	1,4799940	1,2,3,4609	1,1;2,2;3,4608
7273	消灭4799941个敌人	1,4799941	1,2,3,4610	1,1;2,2;3,4609
7274	消灭4799942个敌人	1,4799942	1,2,3,4611	1,1;2,2;3,4610
7275	消灭4799943个敌人	1,4799943	1,2,3,4612	1,1;2,2;3,4611
7276	消灭4799944个敌人	1,4799944	1,2,3,4613	1,1;2,2;3,4612
7277	消灭4799945个敌人	1,4799945	1,2,3,4614	1,1;2,2;3,4613
7278	消灭4799946个敌人	1,4799946	1,2,3,4615	1,1;2,2;3,4614
7279	消灭4799947个敌人	1,4799947	1,2,3,4616	1,1;2,2;3,4615
7280	消灭4799948个敌人	1,4799948	1,2,3,4617	1,1;2,2;3,4616
7281	消灭4799949个敌人	1,4799949	1,2,3,4618	1,1;2,2;3,4617
7282	消灭4799950个敌人	1,4799950	1,2,3,4619	1,1;2,2;3,4618
7283	消灭4799951个敌人	1,4799951	1,2,3,4620	1,1;2,2;3,4619
7284	消灭4799952个敌人	1,4799952	1,2,3,4621	1,1;2,2;3,4620
7285	消灭4799953个敌人	1,4799953	1,2,3,4622	1,1;2,2;3,4621
7286	消灭4799954个敌人	1,4799954	1,2,3,4623	1,1;2,2;3,4622
7287	消灭4799955个敌人	1,4799955	1,2,3,4624	1,1;2,2;3,4623
7288	消灭4799956个敌人	1,4799956	1,2,3,4625	1,1;2,2;3,4624
7289	消灭4799957个敌人	1,4799957	1,2,3,4626	1,1;2,2;3,4625
7290	消灭4799958个敌人	1,4799958	1,2,3,4627	1,1;2,2;3,4626
7291	消灭4799959个敌人	1,4799959	1,2,3,4628	1,1;2,2;3,4627
7292	消灭4799960个敌人	1,4799960	1,2,3,4629	1,1;2,2;3,4628
7293	消灭4799961个敌人	1,4799961	1,2,3,4630	1,1;2,2;3,4629
7294	消灭4799962个敌人	1,4799962	1,2,3,4631	1,1;2,2;3,4630
7295	消灭4799963个敌人	1,4799963	1,2,3,4632	1,1;2,2;3,4631
7296	消灭4799964个敌人	1,4799964	1,2,3,4633	1,1;2,2;3,4632
7297	消灭4799965个敌人	1,4799965	1,2,3,4634	1,1;2,2;3,4633
7298	消灭4799966个敌人	1,4799966	1,2,3,4635	1,1;2,2;3,4634
7299	消灭4799967个敌人	1,4799967	1,2,3,4636	1,1;2,2;3,4635
7300	消灭4799968个敌人	1,4799968	1,2,3,4637	1,1;2,2;3,4636
7301	消灭4799969个敌人	1,4799969	1,2,3,4638	1,1;2,2;3,4637
7302	消灭4799970个敌人	1,4799970	1,2,3,4639	1,1;2,2;3,4638
7303	消灭4799971个敌人	1,4799971	1,2,3,4640	1,1;2,2;3,4639
7304	消灭4799972个敌人	1,4799972	1,2,3,4641	1,1;2,2;3,4640
7305	消灭4799973个敌人	1,4799973	1,2,3,4642	1,1;2,2;3,4641
7306	消灭4799974个敌人	1,4799974	1,2,3,4643	1,1;2,2;3,4642
7307	消灭4799975个敌人	1,4799975	1,2,3,4644	1,1;2,2;3,4643
7308	消灭4799976个敌人	1,4799976	1,2,3,4645	1,1;2,2;3,4644
7309	消灭4799977个敌人	1,4799977	1,2,3,4646	1,1;2,2;3,4645
7310	消灭4799978个敌人	1,4799978	1,2,3,4647	1,1;2,2;3,4646
7311	消灭4799979个敌人	1,4799979	1,2,3,4648	1,1;2,2;3,4647
7312	消灭4799980个敌人	1,4799980	1,2,3,4649	1,1;2,2;3,4648
7313	消灭4799981个敌人	1,4799981	1,2,3,4650	1,1;2,2;3,4649
7314	消灭4799982个敌人	1,4799982	1,2,3,4651	1,1;2,2;3,4650
7315	消灭4799983个敌人	1,4799983	1,2,3,4652	1,1;2,2;3,4651
7316	消灭4799984个敌人	1,4799984	1,2,3,4653	1,1;2,2;3,4652
7317	消灭4799985个敌人	1,4799985	1,2,3,4654	1,1;2,2;3,4653
7318	消灭4799986个敌人	1,4799986	1,2,3,4655	1,1;2,2;3,4654
7319	消灭4799987个敌人	1,4799987	1,2,3,4656	1,1;2,2;3,4655
7320	消灭4799988个敌人	1,4799988	1,2,3,4657	1,1;2,2;3,4656
7321	消灭4799989个敌人	1,4799989	1,2,3,4658	1,1;2,2;3,4657
7322	消灭4799990个敌人	1,4799990	1,2,3,4659	1,1;2,2;3,4658
7323	消灭4799991个敌人	1,4799991	1,2,3,4660	1,1;2,2;3,4659
7324	消灭4799992个敌人	1,4799992	1,2,3,4661	1,1;2,2;3,4660
7325	消灭4799993个敌人	1,4799993	1,2,3,4662	1,1;2,2;3,4661
7326	消灭4799994个敌人	1,4799994	1,2,3,4663	1,1;2,2;3,4662
7327	消灭4799995个敌人	1,4799995	1,2,3,4664	1,1;2,2;3,4663
7328	消灭4799996个敌人	1,4799996	1,2,3,4665	1,1;2,2;3,4664
7329	消灭4799997个敌人	1,4799997	1,2,3,4666	1,1;2,2;3,4665
7330	消灭4799998个敌人	1,4799998	1,2,3,4667	1,1;2,2;3,4666
7331	消灭4799999个敌人	1,4799999	1,2,3,4668	1,1;2,2;3,4667
7332	消灭4800000个敌人	1,4800000	1,2,3,4669	1,1;2,2;3,4668
7333	消灭4800001个敌人	1,4800001	1,2,3,4670	1,1;2,2;3,4669
7334	消灭4800002个敌人	1,4800002	1,2,3,4671	1,1;2,2;3,4670
7335	消灭4800003个敌人	1,4800003	1,2,3,4672	1,1;2,2;3,4671
7336	消灭4800004个敌人	1,4800004	1,2,3,4673	1,1;2,2;3,4672
7337	消灭4800005个敌人	1,4800005	1,2,3,4674	1,1;2,2;3,4673
7338	消灭4800006个敌人	1,4800006	1,2,3,4675	1,1;2,2;3,4674
7339	消灭4800007个敌人	1,4800007	1,2,3,4676	1,1;2,2;3,4675
7340	消灭4800008个敌人	1,4800008	1,2,3,4677	1,1;2,2;3,4676
7341	消灭4800009个敌人	1,4800009	1,2,3,4678	1,1;2,2;3,4677
7342	消灭4800010个敌人	1,4800010	1,2,3,4679	1,1;2,2;3,4678
7343	消灭4800011个敌人	1,4800011	1,2,3,4680	1,1;2,2;3,4679
7344	消灭4800012个敌人	1,4800012	1,2,3,4681	1,1;2,2;3,4680
7345	消灭4800013个敌人	1,4800013	1,2,3,4682	1,1;2,2;3,4681
7346	消灭4800014个敌人	1,4800014	1,2,3,4683	1,1;2,2;3,4682
7347	消灭4800015个敌人	1,4800015	1,2,3,4684	1,1;2,2;3,4683
7348	消灭4800016个敌人	1,4800016	1,2,3,4685	1,1;2,2;3,4684
7349	消灭4800017个敌人	1,4800017	1,2,3,4686	1,1;2,2;3,4685
7350	消灭4800018个敌人	1,4800018	1,2,3,4687	1,1;2,2;3,4686
7351	消灭4800019个敌人	1,4800019	1,2,3,4688	1,1;2,2;3,4687
7352	消灭4800020个敌人	1,4800020	1,2,3,4689	1,1;2,2;3,4688
7353	消灭4800021个敌人	1,4800021	1,2,3,4690	1,1;2,2;3,4689
7354	消灭4800022个敌人	1,4800022	1,2,3,4691	1,1;2,2;3,4690
7355	消灭4800023个敌人	1,4800023	1,2,3,4692	1,1;2,2;3,4691
7356	消灭4800024个敌人	1,4800024	1,2,3,4693	1,1;2,2;3,4692
7357	消灭4800025个敌人	1,4800025	1,2,3,4694	1,1;2,2;3,4693
7358	消灭4800026个敌人	1,4800026	1,2,3,4695	1,1;2,2;3,4694
7359	消灭4800027个敌人	1,4800027	1,2,3,4696	1,1;2,2;3,4695
7360	消灭4800028个敌人	1,4800028	1,2,3,4697	1,1;2,2;3,4696
7361	消灭4800029个敌人	1,4800029	1,2,3,4698	1,1;2,2;3,4697
7362	消灭4800030个敌人	1,4800030	1,2,3,4699	1,1;2,2;3,4698
7363	消灭4800031个敌人	1,4800031	1,2,3,4700	1,1;2,2;3,4699
7364	消灭4800032个敌人	1,4800032	1,2,3,4701	1,1;2,2;3,4700
7365	消灭4800033个敌人	1,4800033	1,2,3,4702	1,1;2,2;3,4701
7366	消灭4800034个敌人	1,4800034	1,2,3,4703	1,1;2,2;3,4702
7367	消灭4800035个敌人	1,4800035	1,2,3,4704	1,1;2,2;3,4703
7368	消灭4800036个敌人	1,4800036	1,2,3,4705	1,1;2,2;3,4704
7369	消灭4800037个敌人	1,4800037	1,2,3,4706	1,1;2,2;3,4705
7370	消灭4800038个敌人	1,4800038	1,2,3,4707	1,1;2,2;3,4706
7371	消灭4800039个敌人	1,4800039	1,2,3,4708	1,1;2,2;3,4707
7372	消灭4800040个敌人	1,4800040	1,2,3,4709	1,1;2,2;3,4708
7373	消灭4800041个敌人	1,4800041	1,2,3,4710	1,1;2,2;3,4709
7374	消灭4800042个敌人	1,4800042	1,2,3,4711	1,1;2,2;3,4710
7375	消灭4800043个敌人	1,4800043	1,2,3,4712	1,1;2,2;3,4711
7376	消灭4800044个敌人	1,4800044	1,2,3,4713	1,1;2,2;3,4712
7377	消灭4800045个敌人	1,4800045	1,2,3,4714	1,1;2,2;3,4713
7378	消灭4800046个敌人	1,4800046	1,2,3,4715	1,1;2,2;3,4714
7379	消灭4800047个敌人	1,4800047	1,2,3,4716	1,1;2,2;3,4715
7380	消灭4800048个敌人	1,4800048	1,2,3,4717	1,1;2,2;3,4716
7381	消灭4800049个敌人	1,4800049	1,2,3,4718	1,1;2,2;3,4717
7382	消灭4800050个敌人	1,4800050	1,2,3,4719	1,1;2,2;3,4718
7383	消灭4800051个敌人	1,4800051	1,2,3,4720	1,1;2,2;3,4719
7384	消灭4800052个敌人	1,4800052	1,2,3,4721	1,1;2,2;3,4720
7385	消灭4800053个敌人	1,4800053	1,2,3,4722	1,1;2,2;3,4721
7386	消灭4800054个敌人	1,4800054	1,2,3,4723	1,1;2,2;3,4722
7387	消灭4800055个敌人	1,4800055	1,2,3,4724	1,1;2,2;3,4723
7388	消灭4800056个敌人	1,4800056	1,2,3,4725	1,1;2,2;3,4724
7389	消灭4800057个敌人	1,4800057	1,2,3,4726	1,1;2,2;3,4725
7390	消灭4800058个敌人	1,4800058	1,2,3,4727	1,1;2,2;3,4726
7391	消灭4800059个敌人	1,4800059	1,2,3,4728	1,1;2,2;3,4727
7392	消灭4800060个敌人	1,4800060	1,2,3,4729	1,1;2,2;3,4728
7393	消灭4800061个敌人	1,4800061	1,2,3,4730	1,1;2,2;3,4729
7394	消灭4800062个敌人	1,4800062	1,2,3,4731	1,1;2,2;3,4730
7395	消灭4800063个敌人	1,4800063	1,2,3,4732	1,1;2,2;3,4731
7396	消灭4800064个敌人	1,4800064	1,2,3,4733	1,1;2,2;3,4732
7397	消灭4800065个敌人	1,4800065	1,2,3,4734	1,1;2,2;3,4733
7398	消灭4800066个敌人	1,4800066	1,2,3,4735	1,1;2,2;3,4734
7399	消灭4800067个敌人	1,4800067	1,2,3,4736	1,1;2,2;3,4735
7400	消灭4800068个敌人	1,4800068	1,2,3,4737	1,1;2,2;3,4736
7401	消灭4800069个敌人	1,4800069	1,2,3,4738	1,1;2,2;3,4737
7402	消灭4800070个敌人	1,4800070	1,2,3,4739	1,1;2,2;3,4738
7403	消灭4800071个敌人	1,4800071	1,2,3,4740	1,1;2,2;3,4739
7404	消灭4800072个敌人	1,4800072	1,2,3,4741	1,1;2,2;3,4740
7405	消灭4800073个敌人	1,4800073	1,2,3,4742	1,1;2,2;3,4741
7406	消灭4800074个敌人	1,4800074	1,2,3,4743	1,1;2,2;3,4742
7407	消灭4800075个敌人	1,4800075	1,2,3,4744	1,1;2,2;3,4743
7408	消灭4800076个敌人	1,4800076	1,2,3,4745	1,1;2,2;3,4744
7409	消灭4800077个敌人	1,4800077	1,2,3,4746	1,1;2,2;3,4745
7410	消灭4800078个敌人	1,4800078	1,2,3,4747	1,1;2,2;3,4746
7411	消灭4800079个敌人	1,4800079	1,2,3,4748	1,1;2,2;3,4747
7412	消灭4800080个敌人	1,4800080	1,2,3,4749	1,1;2,2;3,4748
7413	消灭4800081个敌人	1,4800081	1,2,3,4750	1,1;2,2;3,4749
7414	消灭4800082个敌人	1,4800082	1,2,3,4751	1,1;2,2;3,4750
7415	消灭4800083个敌人	1,4800083	1,2,3,4752	1,1;2,2;3,4751
7416	消灭4800084个敌人	1,4800084	1,2,3,4753	1,1;2,2;3,4752
7417	消灭4800085个敌人	1,4800085	1,2,3,4754	1,1;2,2;3,4753
7418	消灭4800086个敌人	1,4800086	1,2,3,4755	1,1;2,2;3,4754
7419	消灭4800087个敌人	1,4800087	1,2,3,4756	1,1;2,2;3,4755
7420	消灭4800088个敌人	1,4800088	1,2,3,4757	1,1;2,2;3,4756
7421	消灭4800089个敌人	1,4800089	1,2,3,4758	1,1;2,2;3,4757
7422	消灭4800090个敌人	1,4800090	1,2,3,4759	1,1;2,2;3,4758
7423	消灭4800091个敌人	1,4800091	1,2,3,4760	1,1;2,2;3,4759
7424	消灭4800092个敌人	1,4800092	1,2,3,4761	1,1;2,2;3,4760
7425	消灭4800093个敌人	1,4800093	1,2,3,4762	1,1;2,2;3,4761
7426	消灭4800094个敌人	1,4800094	1,2,3,4763	1,1;2,2;3,4762
7427	消灭4800095个敌人	1,4800095	1,2,3,4764	1,1;2,2;3,4763
7428	消灭4800096个敌人	1,4800096	1,2,3,4765	1,1;2,2;3,4764
7429	消灭4800097个敌人	1,4800097	1,2,3,4766	1,1;2,2;3,4765
7430	消灭4800098个敌人	1,4800098	1,2,3,4767	1,1;2,2;3,4766
7431	消灭4800099个敌人	1,4800099	1,2,3,4768	1,1;2,2;3,4767
7432	消灭4800100个敌人	1,4800100	1,2,3,4769	1,1;2,2;3,4768
7433	消灭4800101个敌人	1,4800101	1,2,3,4770	1,1;2,2;3,4769
7434	消灭4800102个敌人	1,4800102	1,2,3,4771	1,1;2,2;3,4770
7435	消灭4800103个敌人	1,4800103	1,2,3,4772	1,1;2,2;3,4771
7436	消灭4800104个敌人	1,4800104	1,2,3,4773	1,1;2,2;3,4772
7437	消灭4800105个敌人	1,4800105	1,2,3,4774	1,1;2,2;3,4773
7438	消灭4800106个敌人	1,4800106	1,2,3,4775	1,1;2,2;3,4774
7439	消灭4800107个敌人	1,4800107	1,2,3,4776	1,1;2,2;3,4775
7440	消灭4800108个敌人	1,4800108	1,2,3,4777	1,1;2,2;3,4776
7441	消灭4800109个敌人	1,4800109	1,2,3,4778	1,1;2,2;3,4777
7442	消灭4800110个敌人	1,4800110	1,2,3,4779	1,1;2,2;3,4778
7443	消灭4800111个敌人	1,4800111	1,2,3,4780	1,1;2,2;3,4779
7444	消灭4800112个敌人	1,4800112	1,2,3,4781	1,1;2,2;3,4780
7445	消灭4800113个敌人	1,4800113	1,2,3,4782	1,1;2,2;3,4781
